(सामान्य हिन्दी सुनील सर) Part-1 || व्याकरण || 02-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1452704/plain/720x1280.mp4
(राजस्थान कला और संस्कृति राजेश  सर ) Part-1 || राजस्थान की प्रमुख हस्तकला || 13-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1559070/plain/720x1280.mp4
(राजस्थान कला और संस्कृति राजेश  सर ) Part-2 || राजस्थान की प्रमुख हस्तकला || 14-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1559932/plain/720x1280.mp4
(राजस्थान कला और संस्कृति राजेश  सर ) Part-3 || राजस्थान की प्रमुख हस्तकला || 15-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1560932/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || भौतिक एवं रासायनिक परिवर्तन || 23-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1534172/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 24-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1535585/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-2 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 25-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1537128/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-3 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 17-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1563494/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || धातु अधातु || 19-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1565062/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-2 || धातु अधातु || 20-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1566363/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-3 || धातु अधातु || 21-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1568050/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-4 || धातु अधातु || 22-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1569427/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || कार्बन तथा इसके विभिन रूप || 27-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1573716/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-2 || कार्बन तथा इसके विभिन रूप || 30-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1577051/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-3 || कार्बन तथा इसके विभिन रूप || 31-December : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1577687/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-4 || कार्बन तथा इसके विभिन रूप || 02-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1578905/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-5 || कार्बन तथा इसके विभिन रूप || 03-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1580005/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || बहुलक || 04-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1581217/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-2 || बहुलक || 05-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1582404/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || सूचना प्रौद्योगिकी || 06-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1583388/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-2 || सूचना प्रौद्योगिकी || 09-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1585198/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-1 || अंतरिक्ष प्रौद्योगिकी || 10-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1585729/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-2 || अंतरिक्ष प्रौद्योगिकी || 10-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1586082/plain/720x1280.mp4
(रसायन विज्ञान - यतेंद्र सर ) Part-3 || अंतरिक्ष प्रौद्योगिकी || 12-January : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1587302/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || रक्त || 23-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1474550/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-2 || रक्त || 24-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1476954/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-3 || रक्त || 25-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1477378/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || मानव रोग || 25-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1477395/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-2 || मानव रोग || 27-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1478688/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-3 || मानव रोग || 28-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1480774/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-4 || मानव रोग || 29-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1481768/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-01 ll पोषक पदार्थ ||  01-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1484418/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 ||  पारिस्थितिकी || 02-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1484664/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-2 || पारिस्थितिकी || 03-October : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1485676/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-3 || पारिस्थितिकी || 07-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1516880/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || पर्यावरण प्रदूषण || 08-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1518082/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || भू जीवीय रसायन चक्र एवं आनुवंशिकता || 09-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1519465/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-2 || भू जीवीय रसायन चक्र एवं आनुवंशिकता || 11-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1521774/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-3 || भू जीवीय रसायन चक्र एवं आनुवंशिकता|| 12-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1522768/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-4 || भू जीवीय रसायन चक्र एवं आनुवंशिकता || 14-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1524115/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-1 || जैव प्रौद्योगिकी || 15-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1525119/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-2 || जैव प्रौद्योगिकी || 16-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1526378/plain/720x1280.mp4
(सामान्य विज्ञान - डॉ. भागीरथ सर) Part-3 || जैव प्रौद्योगिकी || 17-November : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1527541/plain/720x1280.mp4
