[Batch Thumbnail] Batch Thumbnail : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/batch/68c289fb7d411_dsssb_prt_icon.png
[Intro] DSSSB 2025 (PRT) | New Batch Introduction | By Uday Sir | Careerwill App : https://www.youtube.com/embed/lpzFg-65eRE
[Intro] DSSSB TGT SPECIAL BATCH INTRODUCTION BY UDAY SIR | CAREERWILL APP : https://www.youtube.com/embed/vUN2PvPTGSE
[Intro] New Offline Teaching Batch Announcement || By Himanshi Maam || Careerwill Offline : https://www.youtube.com/embed/rqdWo9t1NrM
[Maths] Class-01 | Maths | Introduction : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4549361/175792013840184120866/175792013840184120866_4120866.m3u8
[Physics] Phy | 26 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d6813c8f6a9_phy_1_pm_26_Sept_zubair_Sir_compressed.pdf
[Physics] Phy | 19 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d6184daf17c_phy_1_pm_19_Sept_zubair_Sir_compressed.pdf
[Physics] Phy | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d23f1f365ea_phy_1_pm_22_Sept_zubair_Sir.pdf
[Physics] Phy | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cd04ac9700b_phy_1pm_18_Sept_zubair_Sir.pdf
[Physics] Phy | 17 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbaf61c4749_phy_1pm_17_Sept_zubair_Sir.pdf
[Physics] Phy | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca56441d8a5_phy_1pm_16_Sept_zubair_Sir.pdf
[Physics] Phy (English) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66790e02e3a24_Physics English Notes DONE.pdf
[Physics] Phy (Hindi) Full Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66790dfb1f312_Physics HIndi Notes DONE.pdf
[Chemistry] Chemistry Hand Written Notes Part-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ccefff9a5c3_C01_chemistry_merged.pdf
[Chemistry] Chemistry Hand Written Notes Part-2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0cf2f3110f_Chemistry_Hand_Written_Notes_Part2.pdf
[Chemistry] Atomic Structure Chapter-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6799fc1aaf7e2_MCQS_BASED_ON_ATOMIC_STRUCTURE_FOR_APP_PDF_1.pdf
[Chemistry] Soap & Detergent: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/663df66aaf4cd_Soap & detergent_compressed.pdf
[Chemistry] Hydrocarbon: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/662f2b17a2a14_hydrocarbon_compressed.pdf
[Chemistry] Drugs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/662f2aed64acc_Drugs_compressed.pdf
[Chemistry] Fuel: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e569af44a_Fuel_compressed.pdf
[Chemistry] Catalyst & Molecular Weight: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66277742e9e54_catalyst & molecular weight_compressed.pdf
[Chemistry] Water Hybridization: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/662776f556299_WATER & HYBRIDISATION_compressed.pdf
[Chemistry] Valency: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6620de2571211_Valency.pdf
[Chemistry] Glass: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/661f6ddbf32b5_Glass_compressed.pdf
[Chemistry] Polymers: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/661e4a51995a5_polymers.pdf
[Chemistry] Radioactivity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66150f95424ad_Radioactivity (DONE).pdf
[Chemistry] Chemical Reaction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66150c2f1027f_chemical reaction_compressed.pdf
[Chemistry] Carbon and its Compounds: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6613c827eea08_carbon and its compounds done.pdf
[Chemistry] Mixture: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66137912bcbf2_Mixture.pdf
[Chemistry] Matter: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65fc23e101a26_METALS (DONE).pdf
[Chemistry] Acid Base and Salt: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65efda63cebec_acid base and salt DONE.pdf
[Chemistry] Noble gases: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65ef2d34bf656_Noble gases.pdf
[Chemistry] Periodic table: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65c20750adc72_Periodic Table (done).pdf
[Chemistry] Atomic Structure: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65b7b441eea5c_Atomic structure  (DONE).pdf
[Biology] Bio | 25 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d62a40009f3_25_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
[Biology] Biology Complete Class PNG (Hand Written Notes): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c2a54ab79cc_biologycompressed.pdf
[Biology] Biology English Notes (Part-4): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628eb1d41f07_Biology English Notes (PART-4).pdf
[Biology] Biology English Notes (Part-3): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628eaeb58501_Biology English Notes (PART-3).pdf
[Biology] Biology English Notes (Part-2): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628eab504c3d_Biology English Notes (PART-2).pdf
[Biology] Biology English Notes (Part-1): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628ea7428659_Biology English Notes (PART-1).pdf
[Biology] Biology Hindi Notes (Part-4): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e86648523_Biology Hindi Notes (PART-4).pdf
[Biology] Biology Hindi Notes (Part-3): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e81f561e0_Biology Hindi Notes (PART-3).pdf
[Biology] Biology Hindi Notes (Part-2): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e7e4867e9_Biology Hindi Notes (PART-2).pdf
[Biology] Biology Hindi Notes (Part-1): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e787422e1_Biology Hindi Notes (PART-1).pdf
[Biology] Bio | 24 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4d462f2e66_24_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
[Biology] Bio | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d3a640e70d9_23_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
[Biology] Bio | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d25d3263946_22_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
[Biology] Bio | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cce6a05494a_18_sep_DSSSB_prt_bio_class_1011_pm.pdf
[Biology] Bio | 17 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbf0cf9a085_17_sep_DSSSB_prt_bio_class_1011_pm.pdf
[Biology] Bio | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca75202dc17_16_sep_DSSSB_prt_bio_class_1011_pm.pdf
[Biology] Bio | 15 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c90da686794_15_sep_DSSSB_prt_bio_class_1011_pm.pdf
[Current Affairs] 04 Nov 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6909efd67d8a9_04_November_Current_Affairs_s_compressed.pdf
[Current Affairs] Current affairs | 3 Nov | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6909e959a7cb3_03_November_Current_Affairs_s_compressed.pdf
[Current Affairs] October Current Affairs Combine: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6905a34887aaa_OCTOBER_Current_Affairs_Combine.pdf
[Current Affairs] Top 100 October Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6905a25927b1d_Top_100_October_Current_Affairs_S.pdf
[Current Affairs] Top 100 October Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6904783273af0_Top_100_October_Current_Affairs_S.pdf
[Current Affairs] October Current Affairs Combine: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69047538594cf_OCTOBER_Current_Affairs_Combine.pdf
[Current Affairs] 31 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6904600f2887f_31_October_Current_Affairs_s.pdf
[Current Affairs] 30 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6902e4f831d0e_30_October_Current_Affairs_s.pdf
[Current Affairs] 29 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69019ca2d56b0_29_October_Current_Affairs_s.pdf
[Current Affairs] 28 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69019a61b08fb_28_October_Current_Affairs_s.pdf
[Current Affairs] 27 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/690198d0a12b7_27_October_Current_Affairs_s.pdf
[Current Affairs] 17 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f1e4d3cb1d3_17_October_Current_Affairs_s.pdf
[Current Affairs] 16 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f07e96df43b_16_October_Current_Affairs_s.pdf
[Current Affairs] 15 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ef2f4657eb5_15_October_Current_Affairs_s.pdf
[Current Affairs] 14 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ef2e90127c8_14_October_Current_Affairs_s.pdf
[Current Affairs] 13 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ec8723048c7_13_October_Current_Affairs_s.pdf
[Current Affairs] Weekly Current Affairs 11 Oct 2025: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e9f81daebee_111025_Weekly_Current_Affairs.pdf
[Current Affairs] 11 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e9e0f8ae3e7_11_October_Current_Affairs_s.pdf
[Current Affairs] 10 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e8953c3c6b8_10_October_Current_Affairs_s.pdf
[Current Affairs] 09 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e750c1471e5_09_October_Current_Affairs_s.pdf
[Current Affairs] 08 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e5f27e21e28_08_October_Current_Affairs_s.pdf
[Current Affairs] 07 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e49f7d1712d_07_October_Current_Affairs_s.pdf
[Current Affairs] 06 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e34bc5506e3_06_October_Current_Affairs_s.pdf
[Current Affairs] 04 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0b7d20a8be_04_October_Current_Affairs_s.pdf
[Current Affairs] 03 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df51fc7c72a_03_October_Current_Affairs_s.pdf
[Current Affairs] 01 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dcb96daf69e_01_October_Current_Affairs_s.pdf
[Current Affairs] Top 100 September Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dbada8b57ee_Top_100_September_Current_Affairs_S.pdf
[Current Affairs] September Current Affairs Combine: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dbaa277f6a9_September_Current_Affairs_Combine.pdf
[Current Affairs] 30 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68db5bde7c338_30_September_Current_Affairs_s.pdf
[Current Affairs] 29 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68da2fe35da16_29_September_Current_Affairs_s.pdf
[Current Affairs] 26 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d61803ebb90_26_September_Current_Affairs_s.pdf
[Current Affairs] 25 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4cb19f156f_25_September_Current_Affairs_s.pdf
[Current Affairs] 24 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d374a8a40e0_24_September_Current_Affairs_s.pdf
[Current Affairs] 23 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d2247994a32_23_September_Current_Affairs_s.pdf
[Current Affairs] 22 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0cece8b5b2_22_September_Current_Affairs_s.pdf
[Current Affairs] 20 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0ce24c909d_Current_affair_20_september_s.pdf
[Current Affairs] 19 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cce8d59732b_19_September_Current_Affairs_s.pdf
[Current Affairs] 18 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cb8f589ed39_18_September_Current_Affairs_s.pdf
[Current Affairs] 17 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca3da6e1eac_17_September_Current_Affairs_s.pdf
[Current Affairs] 16 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c8eca276a65_16_September_Current_Affairs_s.pdf
[Current Affairs] 15 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c79a45c8ba9_15_September_Current_Affairs_s.pdf
[CDP (VOD)] Micro Teaching: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645dd10ce2a1c_186565Micro Teaching_crwill_compressed.pdf
[CDP (VOD)] Domains of Development: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6442712585455_224921crwill (1).pdf
[CDP (VOD)] Bronfenbrenner Theory: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/643d1b7a0c643_Bronfenbrenner Theory_compressed.pdf
[CDP (VOD)] CDP (Pedagogy) Free Notes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1669355561-CDP_(Pedagogy)_free_notes_by_Himanshi_Singh.pdf
[CDP (VOD)] Education Commissions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631943628-Education_Commissions.pdf
[CDP (VOD)] CCE Latest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631767419-CCE_Latest_(1).pdf
[CDP (VOD)] Action Research: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630706447-Action_Research.pdf
[CDP (VOD)] NCF CW: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630561899-NCF_CW.pdf
[CDP (VOD)] RTE-2009 CW: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630416419-RTE-2009_CW.pdf
[CDP (VOD)]  Personality Class - 6: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630416419-Personality_Tests_Class-06.pdf
[CDP (VOD)] Personality Class - 5: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630141168-Personality_Class-05.pdf
[CDP (VOD)] Personality Class - 4: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630046002-Personality_Class-04.pdf
[CDP (VOD)] Personality Class - 3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629899063-Personality_Class-03.pdf
[CDP (VOD)] Personality Class - 2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629899063-Personality_Class-02.pdf
[CDP (VOD)] Personality Class - 1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629726360-Personality_Class-01.pdf
[CDP (VOD)] Teaching Methods Part - 3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629722319-Teaching_Methods_Part-03.pdf
[CDP (VOD)] Teaching Styles and Methods - 2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629436042-Teaching_Methods_Part-02.pdf
[CDP (VOD)] Teaching Styles and Methods: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629262531-Teaching_Styles_and_Methods.pdf
[CDP (VOD)] Inclusive Education: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629262531-Inclusive_Education.pdf
[CDP (VOD)] Intellectual Disability Part-02: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628304222-Intellectual_Disability_Part-02.pdf
[CDP (VOD)] Children with Intellectual Disability: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628174857-Children_with_Intellectual_Disability.pdf
[CDP (VOD)] Children with Hearing Impairment: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628174857-Children_with_Hearing_Impairment.pdf
[CDP (VOD)] Children With Sensory Disabilities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628000421-Children_with_Sensory_Disabilities.pdf
[CDP (VOD)] RPWD Act- 2016 Disabilities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627626716-RPWD_Act-2016_Disabilities.pdf
[CDP (VOD)] 4Ps of Creativity &  6 Thinking Hats : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627307360-4Ps_of_Creativity_6_Thinking_Hats_.pdf
[CDP (VOD)] Baqer Mehdi’s & Passi’s Tests of Creativity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626788465-Baqer_Mehdi’s_Passi’s_Tests_of_Creativity.pdf
[CDP (VOD)] Creativity Tests : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626764452-Creativity_Tests_CW.pdf
[CDP (VOD)] Process Of Creativity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626350518-(_Process_Of_Creativity.pdf
[CDP (VOD)] Creativity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626240173-Creativity_CW.pdf
[CDP (VOD)] Intelligence Practice Set : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1625291658-Intelligence_Practice_Set_.pdf
[CDP (VOD)] Carroll & Jenson’s Theories of Intelligence: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1625059118-Carroll_Jenson’s_Theories_of_Intelligence.pdf
[CDP (VOD)] Multiple Intelligence : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1625051344-Multiple_Intelligence_CW.pdf
[CDP (VOD)] Intelligence Theories : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624425420-Intelligence_Theories_Spl__(2).pdf
[CDP (VOD)] Intelligence : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1623944781-Intelligence_Spl__.pdf
[CDP (VOD)] Doubts: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1623332548.pdf
[CDP (VOD)] Life Skills: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1623321329-Life_Skills__pdf111111111111111111.pdf
[CDP (VOD)] Adjustment: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1622557801-Adjustment_CW_pdf1111111111111111.pdf
[CDP (VOD)] Individual Differences: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1622463521.pdf
[CDP (VOD)] Motivation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1622122912.pdf
[CDP (VOD)] Theories of Motivation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1622047390.pdf
[CDP (VOD)] Thinking &  Problem Solving MCQS: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1621435427.pdf
[CDP (VOD)] Problem Solving: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1621259388.pdf
[CDP (VOD)] Thinking Problem solving: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1621076447.pdf
[CDP (VOD)] Learning Chapter Practice-02: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1620727241.pdf
[CDP (VOD)] Learning Chapter Practice: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1620382692.pdf
[CDP (VOD)] Factors Affecting Learning: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1620225671.pdf
[CDP (VOD)] Tolman & Guthrie: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1620136604.pdf
[CDP (VOD)] Abraham Maslow &  Carl Rogers: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1620055561.pdf
