( Video - Intro - LIVE ) DSSSB 2025 (GP) | New Batch Introduction | By Uday Sir | Careerwill App: https://www.youtube.com/embed/lpzFg-65eRE
( Video - Intro - LIVE ) DSSSB TGT SPECIAL BATCH INTRODUCTION BY UDAY SIR | CAREERWILL APP: https://www.youtube.com/embed/vUN2PvPTGSE
( Notes - Chemistry - LIVE ) Soap & Detergent: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/663df66aaf4cd_Soap & detergent_compressed.pdf
( Notes - Chemistry - LIVE ) Atomic Structure Chapter-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6799fc1aaf7e2_MCQS_BASED_ON_ATOMIC_STRUCTURE_FOR_APP_PDF_1.pdf
( Notes - Chemistry - LIVE ) Chemistry Hand Written Notes Part-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ccefff9a5c3_C01_chemistry_merged.pdf
( Notes - Chemistry - LIVE ) Chemistry Hand Written Notes Part-2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0cf2f3110f_Chemistry_Hand_Written_Notes_Part2.pdf
( Notes - Chemistry - LIVE ) Chemistry Hand Written Notes Part-3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4c7c346743_C18_chemistry_merged.pdf
( Notes - Biology - LIVE ) Bio | 15 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c90da686794_15_sep_DSSSB_prt_bio_class_1011_pm.pdf
( Notes - Biology - LIVE ) Bio | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca75202dc17_16_sep_DSSSB_prt_bio_class_1011_pm.pdf
( Notes - Biology - LIVE ) Bio | 17 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbf0cf9a085_17_sep_DSSSB_prt_bio_class_1011_pm.pdf
( Notes - Biology - LIVE ) Bio | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cce6a05494a_18_sep_DSSSB_prt_bio_class_1011_pm.pdf
( Notes - Biology - LIVE ) Bio | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d25d3263946_22_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
( Notes - Biology - LIVE ) Bio | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d3a640e70d9_23_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
( Notes - Biology - LIVE ) Bio | 24 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4d462f2e66_24_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
( Notes - Biology - LIVE ) Biology Hindi Notes (Part-1): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e787422e1_Biology Hindi Notes (PART-1).pdf
( Notes - Biology - LIVE ) Biology Hindi Notes (Part-2): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e7e4867e9_Biology Hindi Notes (PART-2).pdf
( Notes - Biology - LIVE ) Biology Hindi Notes (Part-3): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e81f561e0_Biology Hindi Notes (PART-3).pdf
( Notes - Biology - LIVE ) Biology Hindi Notes (Part-4): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628e86648523_Biology Hindi Notes (PART-4).pdf
( Notes - Biology - LIVE ) Biology English Notes (Part-1): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628ea7428659_Biology English Notes (PART-1).pdf
( Notes - Biology - LIVE ) Biology English Notes (Part-2): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628eab504c3d_Biology English Notes (PART-2).pdf
( Notes - Biology - LIVE ) Biology English Notes (Part-3): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628eaeb58501_Biology English Notes (PART-3).pdf
( Notes - Biology - LIVE ) Biology English Notes (Part-4): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6628eb1d41f07_Biology English Notes (PART-4).pdf
( Notes - Biology - LIVE ) Biology Complete Class PNG (Hand Written Notes): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c2a54ab79cc_biologycompressed.pdf
( Notes - Biology - LIVE ) Bio | 25 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d62a40009f3_25_sep_DSSSB_prt_bio_class_1011_pm_1.pdf
( Notes - Current Affairs - LIVE ) 15 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c79a45c8ba9_15_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 16 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c8eca276a65_16_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 17 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ca3da6e1eac_17_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 18 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cb8f589ed39_18_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 19 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cce8d59732b_19_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 20 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0ce24c909d_Current_affair_20_september_s.pdf
( Notes - Current Affairs - LIVE ) 22 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0cece8b5b2_22_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 23 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d2247994a32_23_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 24 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d374a8a40e0_24_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 25 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4cb19f156f_25_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 26 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d61803ebb90_26_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 29 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68da2fe35da16_29_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 30 Sept 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68db5bde7c338_30_September_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) September Current Affairs Combine: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dbaa277f6a9_September_Current_Affairs_Combine.pdf
( Notes - Current Affairs - LIVE ) Top 100 September Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dbada8b57ee_Top_100_September_Current_Affairs_S.pdf
( Notes - Current Affairs - LIVE ) 01 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68dcb96daf69e_01_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 03 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df51fc7c72a_03_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 04 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e0b7d20a8be_04_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 06 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e34bc5506e3_06_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 07 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e49f7d1712d_07_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 08 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e5f27e21e28_08_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 09 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e750c1471e5_09_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 10 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e8953c3c6b8_10_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 11 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e9e0f8ae3e7_11_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) Weekly Current Affairs 11 Oct 2025: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e9f81daebee_111025_Weekly_Current_Affairs.pdf
( Notes - Current Affairs - LIVE ) 13 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ec8723048c7_13_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 14 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ef2e90127c8_14_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 15 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ef2f4657eb5_15_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 16 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f07e96df43b_16_October_Current_Affairs_s.pdf
( Notes - Current Affairs - LIVE ) 17 Oct 2025 Current Affairs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f1e4d3cb1d3_17_October_Current_Affairs_s.pdf
( Notes - GS Practice - LIVE ) Important Question Practice Set: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/64b0f682d4d4e_Important Question Practice Set_compressed.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB (Arithmetic Ability) 2018: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627305673-DSSSB_(Arithmetic_Ability)_2018_done.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB (General Awareness) 2018 : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627305673-DSSSB_(General_Awareness)_2018_done.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB (General English) 2018 : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627305673-DSSSB_(General_English)_2018_done.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB (General Hindi) 2018 : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627305673-DSSSB_(General_Hindi)_2018_done.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB (Mental Ability) 2018 : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627305673-DSSSB_(Mental_Ability)_2018_done.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB Previous Year Reasoning Questions PDF: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627307152-1626332759-DSSSB_PREVIOUS_YEAR_REASONING_QUESTION_FOR_ALL_JOBS.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB LDC Paper : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1627968631-DSSSB_LDC_QUESTION_PAPER-1_2019_.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB PRT Maths Online Papers - ( 2018 - 2019): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628053637-DSSSB_PRT_MATHS_ONLINE_PAPERS_2018,19.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Hindi Female Question Paper 15.09.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Hindi_Female_Question_Paper_15_09_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Maths Female Question Paper 18.11.2018 3rd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Maths_Female_Question_Paper_18_11_2018_3rd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Hindi Female Question Paper 28.08.2018 1st Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Hindi_Female_Question_Paper_28_08_2018_1st_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Hindi Male Question Paper 28.08.2018 3rd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Hindi_Male_Question_Paper_28_08_2018_3rd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Hindi Male Question Paper 28.08.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Hindi_Male_Question_Paper_28_08_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Maths Male Question Paper 23.09.2018 1st Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Maths_Male_Question_Paper_23_09_2018_1st_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Maths Male Question Paper 23.09.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Maths_Male_Question_Paper_23_09_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Natural Science Female Question Paper 27.9.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628150826-DSSSB_TGT_Natural_Science_Female_Question_Paper_27_9_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) All DSSSB Exams Hindi Questions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628771029-All_DSSSB_Exams_Hindi_Questions.pdf
( Notes - Previous Year Question Paper - LIVE ) All DSSSB Exams English Questions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628771029-All_DSSSB_Exams_English_Questions.pdf
( Notes - Previous Year Question Paper - LIVE ) All DSSSB Exams Maths Questions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628771029-All_DSSSB_Exams_Maths_Questions.pdf
( Notes - Previous Year Question Paper - LIVE ) All DSSSB Exams GS Questions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628771029-All_DSSSB_Exams_GS_Questions.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Natural Science Male Question Paper 29.9.2018 1st Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Natural_Science_Male_Question_Paper_29_9_2018_1st_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Natural Science Male Question Paper 29.9.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Natural_Science_Male_Question_Paper_29_9_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Social Science Female Question Paper 14.11.2018 1st Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Social_Science_Female_Question_Paper_14_11_2018_1st_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Social Science Female Question Paper 15.10.2018 1st Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Social_Science_Female_Question_Paper_15_10_2018_1st_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Social Science Female Question Paper 15.10.2018 3rd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Social_Science_Female_Question_Paper_15_10_2018_3rd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Social Science Female Question Paper 16.10.2018 3rd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Social_Science_Female_Question_Paper_16_10_2018_3rd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Maths Female Question Paper 18.11.2018 3rd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Maths_Female_Question_Paper_18_11_2018_3rd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Maths Female Question Paper 22.09.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Maths_Female_Question_Paper_22_09_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Maths Male Question Paper 23.09.2018 1st Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Maths_Male_Question_Paper_23_09_2018_1st_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) (General Paper) DSSSB TGT Natural Science Female Question Paper 27.9.2018 2nd Shift: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628772103-(General_Paper)_DSSSB_TGT_Natural_Science_Female_Question_Paper_27_9_2018_2nd_Shift.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB DOE NTT 19-11-2019 Afternoon Shift English Medium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629971142-DSSSB_DOE_NTT_19-11-2019_Afternoon_Shift_English_Medium.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB DOE NTT 19-11-2019 Afternoon Shift Hindi Medium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629971142-DSSSB_DOE_NTT_19-11-2019_Afternoon_Shift_Hindi_Medium.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB DOE NTT 19-11-2019 Evening Shift English Medium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629971142-DSSSB_DOE_NTT_19-11-2019_Evening_Shift_English_Medium.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB DOE NTT 19-11-2019 Evening Shift Hindi Medium: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1629971142-DSSSB_DOE_NTT_19-11-2019_Evening_Shift_Hindi_Medium.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_1.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_2.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_3.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 4: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_4.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 5: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_5.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 6: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_6.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 7: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_7.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 8: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_8.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 9: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_9.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TM Set 10: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630060719-DSSSB_TM_Set_10.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 1 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_1_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 2 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_2_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 3 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_3_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 4 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_4_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 5 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_5_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 6 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_6_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 7 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_7_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 8 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_8_2021.pdf
( Notes - Previous Year Question Paper - LIVE ) DSSSB TGT Question Papers 9 2021: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631696667-DSSSB_TGT_Question_Papers_9_2021.pdf
( Notes - GS MCQs - LIVE ) His MCQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1672909100-HISTORY_00_compressed.pdf
( Notes - GS MCQs - LIVE ) Pol MCQ's: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1672909100-POLITY_compressed.pdf
